company_id,industry
5955,Education
16995,Engineering and Manufacturing
19072,Banking and Finance
14084,Education
14611,Business and Management
11365283,Business and Management
5911,Healthcare
11092,Business and Management
280603,Human Resource
2952271,Information Technology
54759,Business and Management
2593,Business and Management
5100724,Business and Management
18952993,Banking and Finance
18347825,Human Resource
311841,Healthcare
9077,Education
1284978,Information Technology
74491056,Healthcare
3252148,Information Technology
72118094,Information Technology
157344,Education
13651,Banking and Finance
69736805,Human Resource
789643,Information Technology
5442,Education
675562,Information Technology
78426215,Banking and Finance
3165,Education
1224492,Healthcare
2848937,Healthcare
1329750,Healthcare
25932,Healthcare
23793,Healthcare
2821604,Information Technology
71919,Business and Management
93602182,Information Technology
1663,Healthcare
5619,Healthcare
1192815,Healthcare
74464,Healthcare
13030788,Healthcare
37210,Healthcare
38897,Healthcare
2623,Healthcare
84659,Healthcare
8619,Engineering and Manufacturing
1185,Engineering and Manufacturing
4128,Business and Management
9222193,Information Technology
2415830,Banking and Finance
514223,Engineering and Manufacturing
4804,Engineering and Manufacturing
2601032,Healthcare
26201415,Human Resource
1939984,Healthcare
64514,Information Technology
18303,Healthcare
14736,Healthcare
1515366,Banking and Finance
30114,Engineering and Manufacturing
10350118,Information Technology
8098422,Information Technology
797386,Information Technology
696534,Information Technology
42610,Business and Management
63313,Healthcare
61074,Banking and Finance
5078432,Banking and Finance
65506658,Business and Management
89875037,Business and Management
2639649,Banking and Finance
6194,Engineering and Manufacturing
44580,Engineering and Manufacturing
4343240,Banking and Finance
22688,Information Technology
1740838,Engineering and Manufacturing
3169,Information Technology
72546554,Engineering and Manufacturing
1977734,Healthcare
17882179,Business and Management
10699418,Engineering and Manufacturing
65390111,Information Technology
132002,Engineering and Manufacturing
16247689,Business and Management
510987,Business and Management
18281,Information Technology
1398598,Information Technology
1364975,Business and Management
6234,Engineering and Manufacturing
16000406,Healthcare
143836,Banking and Finance
1092609,Engineering and Manufacturing
18048742,Information Technology
162497,Engineering and Manufacturing
692925,Healthcare
16170674,Healthcare
16257321,Healthcare
15484089,Healthcare
4028380,Healthcare
5275,Engineering and Manufacturing
10306348,Banking and Finance
15378792,Engineering and Manufacturing
78606,Healthcare
13309,Engineering and Manufacturing
5195,Engineering and Manufacturing
1464626,Information Technology
1769322,Engineering and Manufacturing
3546766,Engineering and Manufacturing
132173,Healthcare
101427,Education
18728254,Information Technology
127645,Human Resource
71938771,Engineering and Manufacturing
66285508,Human Resource
76719929,Information Technology
51888,Business and Management
95724,Engineering and Manufacturing
20299330,Information Technology
4292,Education
8851,Education
2488755,Business and Management
4026714,Healthcare
2584489,Healthcare
15291295,Healthcare
3041808,Healthcare
64746507,Healthcare
2464624,Information Technology
2548094,Healthcare
18212428,Human Resource
146658,Human Resource
52642826,Healthcare
16157996,Healthcare
65907467,Healthcare
1921089,Healthcare
2584457,Healthcare
56186959,Banking and Finance
74887981,Business and Management
35450259,Banking and Finance
21500,Healthcare
7585929,Information Technology
1814987,Education
68006050,Information Technology
70477,Engineering and Manufacturing
14394049,Engineering and Manufacturing
10516529,Banking and Finance
10888222,Information Technology
90503587,Information Technology
30086,Information Technology
157301,Engineering and Manufacturing
7972561,Engineering and Manufacturing
234406,Information Technology
81326,Human Resource
95313,Human Resource
2235,Banking and Finance
82485916,Healthcare
522154,Information Technology
91161815,Information Technology
1394281,Human Resource
61534,Human Resource
13203,Business and Management
2833783,Information Technology
15988015,Healthcare
76959853,Education
42125858,Business and Management
64670,Business and Management
122000,Human Resource
4477251,Banking and Finance
40654823,Healthcare
335297,Business and Management
77133,Information Technology
164008,Information Technology
11631453,Business and Management
96124306,Information Technology
27342,Human Resource
3496582,Human Resource
9485258,Healthcare
3482968,Healthcare
1137735,Banking and Finance
366351,Human Resource
81083368,Healthcare
6651490,Banking and Finance
90404800,Information Technology
2235392,Engineering and Manufacturing
93807615,Information Technology
2367127,Human Resource
63096644,Engineering and Manufacturing
71578,Business and Management
395901,Information Technology
11810449,Healthcare
166286,Information Technology
327513,Engineering and Manufacturing
11282314,Healthcare
2584472,Healthcare
79458773,Healthcare
3143932,Healthcare
64761959,Healthcare
64760944,Healthcare
16750,Engineering and Manufacturing
1603,Engineering and Manufacturing
2842641,Healthcare
2548112,Healthcare
3936609,Healthcare
55975765,Healthcare
79418643,Healthcare
79424234,Healthcare
12842,Engineering and Manufacturing
2445746,Engineering and Manufacturing
10478,Engineering and Manufacturing
70553,Banking and Finance
21377,Information Technology
5553,Engineering and Manufacturing
1497977,Business and Management
1357658,Banking and Finance
278057,Banking and Finance
166751,Healthcare
3460,Healthcare
9652,Engineering and Manufacturing
78461596,Healthcare
165029,Healthcare
515401,Information Technology
884316,Engineering and Manufacturing
3724,Engineering and Manufacturing
239366,Human Resource
75621179,Engineering and Manufacturing
10854676,Engineering and Manufacturing
5175,Information Technology
11760648,Banking and Finance
42221,Engineering and Manufacturing
7923,Business and Management
145495,Engineering and Manufacturing
13920,Engineering and Manufacturing
3745206,Information Technology
9479,Banking and Finance
4872230,Information Technology
20009,Engineering and Manufacturing
1866670,Information Technology
10514713,Engineering and Manufacturing
5305550,Education
1258341,Education
79089195,Information Technology
71550138,Business and Management
1074444,Engineering and Manufacturing
22091,Information Technology
86001745,Engineering and Manufacturing
8366,Engineering and Manufacturing
19355,Education
573243,Banking and Finance
2413695,Information Technology
8356,Engineering and Manufacturing
16940,Engineering and Manufacturing
28209,Engineering and Manufacturing
72516576,Engineering and Manufacturing
24282,Business and Management
71880744,Engineering and Manufacturing
10584497,Healthcare
598816,Business and Management
10619184,Healthcare
65040307,Information Technology
58964,Engineering and Manufacturing
65909538,Information Technology
2652881,Engineering and Manufacturing
85162,Engineering and Manufacturing
86639237,Banking and Finance
2301992,Banking and Finance
19150,Education
22561,Banking and Finance
5273577,Information Technology
165441,Engineering and Manufacturing
76528869,Healthcare
166658,Education
10533439,Information Technology
166837,Engineering and Manufacturing
93710,Banking and Finance
70875,Engineering and Manufacturing
91586253,Information Technology
80030090,Business and Management
137971,Human Resource
1210252,Engineering and Manufacturing
630847,Engineering and Manufacturing
283314,Engineering and Manufacturing
54846,Business and Management
2685223,Business and Management
14311,Business and Management
1781229,Engineering and Manufacturing
3502356,Engineering and Manufacturing
68507071,Engineering and Manufacturing
3621518,Information Technology
15325856,Education
14553450,Information Technology
103816,Business and Management
3342169,Information Technology
9477161,Information Technology
1654555,Banking and Finance
3479676,Human Resource
68584649,Healthcare
62954,Information Technology
72124299,Information Technology
1507941,Engineering and Manufacturing
35521293,Engineering and Manufacturing
31203494,Human Resource
316322,Human Resource
54318627,Information Technology
2753017,Human Resource
98613770,Information Technology
2738070,Education
2680000,Information Technology
11241935,Human Resource
149293,Information Technology
214557,Information Technology
686641,Business and Management
2439106,Business and Management
18240504,Engineering and Manufacturing
1025072,Information Technology
10868830,Engineering and Manufacturing
3141681,Human Resource
11625,Information Technology
1253502,Healthcare
204715,Human Resource
3856146,Human Resource
17953,Business and Management
162315,Business and Management
742712,Engineering and Manufacturing
153742,Information Technology
1016896,Information Technology
84796147,Information Technology
60360,Information Technology
74924126,Banking and Finance
3561671,Education
40875433,Banking and Finance
127047,Information Technology
906401,Information Technology
3626487,Engineering and Manufacturing
71519554,Business and Management
37573759,Information Technology
68636379,Human Resource
24999259,Education
40807457,Human Resource
1841,Engineering and Manufacturing
3565351,Information Technology
76160451,Engineering and Manufacturing
154217,Human Resource
65130,Human Resource
2901787,Human Resource
81345793,Engineering and Manufacturing
1774799,Information Technology
923933,Information Technology
1392476,Education
28631800,Healthcare
4818454,Banking and Finance
52199182,Human Resource
75261,Business and Management
6560564,Banking and Finance
138828,Information Technology
16224085,Information Technology
7257,Education
71043281,Information Technology
165299,Engineering and Manufacturing
78631,Information Technology
68348958,Information Technology
40787483,Information Technology
214455,Engineering and Manufacturing
9233757,Information Technology
13660588,Information Technology
696365,Human Resource
29005359,Human Resource
12923,Education
407589,Engineering and Manufacturing
1028487,Business and Management
217994,Healthcare
13598631,Information Technology
15572330,Engineering and Manufacturing
18758988,Banking and Finance
1389313,Engineering and Manufacturing
15227,Education
35578932,Human Resource
89506221,Business and Management
29295266,Business and Management
3641332,Information Technology
1534,Business and Management
21736,Human Resource
3188509,Business and Management
410756,Engineering and Manufacturing
19231957,Business and Management
7929204,Information Technology
1299267,Information Technology
51046,Healthcare
72668882,Healthcare
93592116,Information Technology
10082281,Healthcare
2844769,Healthcare
9249464,Education
1313464,Human Resource
75856748,Business and Management
18901172,Engineering and Manufacturing
2425438,Information Technology
741968,Human Resource
96393,Healthcare
5332294,Engineering and Manufacturing
18583501,Information Technology
64618994,Information Technology
19042,Information Technology
121091,Human Resource
71602553,Information Technology
153083,Business and Management
33258314,Information Technology
18009120,Information Technology
6592259,Engineering and Manufacturing
3664691,Healthcare
31110199,Information Technology
10601463,Information Technology
9788677,Business and Management
2254335,Business and Management
82332996,Information Technology
1783178,Banking and Finance
13921,Education
2627812,Information Technology
163658,Information Technology
9881525,Engineering and Manufacturing
65008697,Business and Management
1584011,Information Technology
33177550,Human Resource
6452227,Information Technology
3009549,Education
18783977,Information Technology
2045038,Engineering and Manufacturing
2803272,Information Technology
12820,Engineering and Manufacturing
48658,Banking and Finance
15251168,Education
69154,Engineering and Manufacturing
15191764,Information Technology
334738,Human Resource
39168,Healthcare
71313,Healthcare
82090049,Engineering and Manufacturing
78636,Engineering and Manufacturing
468782,Information Technology
215953,Healthcare
146569,Human Resource
2443807,Information Technology
3162,Education
94094751,Information Technology
10889499,Information Technology
71659688,Engineering and Manufacturing
11818084,Healthcare
96084130,Business and Management
71755333,Banking and Finance
166360,Engineering and Manufacturing
27221501,Business and Management
166796,Healthcare
38628,Healthcare
55669258,Healthcare
87589985,Business and Management
1056670,Information Technology
162677,Engineering and Manufacturing
4285610,Human Resource
4860,Banking and Finance
163185,Banking and Finance
23279,Engineering and Manufacturing
407222,Information Technology
79576561,Business and Management
66264380,Engineering and Manufacturing
3185,Information Technology
394898,Healthcare
1038364,Human Resource
10634414,Banking and Finance
95690174,Human Resource
80655815,Information Technology
61519,Healthcare
118767,Human Resource
99542845,Information Technology
871133,Human Resource
2660454,Healthcare
11694407,Human Resource
98392076,Information Technology
10980260,Information Technology
53448390,Business and Management
1412,Engineering and Manufacturing
63696,Engineering and Manufacturing
18696467,Banking and Finance
1288,Information Technology
1496767,Engineering and Manufacturing
96649369,Business and Management
382463,Information Technology
15443,Education
1375621,Information Technology
1167425,Information Technology
2555454,Banking and Finance
35627712,Human Resource
49928,Business and Management
647587,Human Resource
99524,Human Resource
290915,Healthcare
10661,Healthcare
164888,Engineering and Manufacturing
28332,Business and Management
2522800,Healthcare
8052981,Engineering and Manufacturing
1077068,Human Resource
1408124,Engineering and Manufacturing
11737055,Healthcare
65320905,Human Resource
155764,Human Resource
162399,Business and Management
4827017,Information Technology
60529,Healthcare
68264069,Human Resource
2913349,Human Resource
35600821,Healthcare
3509899,Banking and Finance
748731,Information Technology
75031276,Human Resource
1637,Engineering and Manufacturing
1210593,Business and Management
5318,Banking and Finance
978435,Banking and Finance
3693643,Banking and Finance
1662635,Information Technology
9371883,Information Technology
3646098,Human Resource
483961,Engineering and Manufacturing
4029554,Healthcare
30217157,Human Resource
28149455,Healthcare
15599730,Healthcare
3532968,Engineering and Manufacturing
16101273,Healthcare
11580,Healthcare
35585529,Education
2507675,Healthcare
95529,Information Technology
142560,Human Resource
897372,Information Technology
77610392,Banking and Finance
92900280,Healthcare
1075962,Human Resource
28123960,Education
164041,Business and Management
18675058,Information Technology
353512,Healthcare
3667089,Information Technology
15941587,Healthcare
151258,Information Technology
16612,Engineering and Manufacturing
10804254,Information Technology
97855517,Business and Management
3014599,Healthcare
795006,Human Resource
163578,Engineering and Manufacturing
1698028,Human Resource
3961,Engineering and Manufacturing
18054300,Human Resource
1550405,Banking and Finance
10512788,Information Technology
6985,Human Resource
20282130,Healthcare
70127522,Healthcare
974030,Banking and Finance
3235,Engineering and Manufacturing
973835,Healthcare
3967883,Engineering and Manufacturing
38108552,Information Technology
1419,Banking and Finance
5047520,Engineering and Manufacturing
24656,Education
27126465,Healthcare
805366,Information Technology
16077860,Information Technology
49142562,Engineering and Manufacturing
6059166,Engineering and Manufacturing
80321689,Healthcare
2873210,Engineering and Manufacturing
51100,Information Technology
76261,Engineering and Manufacturing
8698192,Engineering and Manufacturing
971273,Human Resource
5470,Banking and Finance
26195,Engineering and Manufacturing
78449941,Information Technology
79376373,Banking and Finance
10375170,Information Technology
12782,Healthcare
5591379,Engineering and Manufacturing
92593267,Education
14379449,Information Technology
15691,Engineering and Manufacturing
2723730,Human Resource
609279,Healthcare
21694,Education
2457,Information Technology
2401260,Banking and Finance
3537,Banking and Finance
2718193,Engineering and Manufacturing
9313657,Human Resource
89809707,Healthcare
38015,Healthcare
14841964,Information Technology
1099954,Education
6408728,Business and Management
89903317,Human Resource
1004436,Engineering and Manufacturing
6025935,Information Technology
1264070,Information Technology
71988884,Healthcare
1748138,Human Resource
35173,Engineering and Manufacturing
10225139,Healthcare
76201627,Engineering and Manufacturing
7548,Information Technology
123220,Education
15897635,Information Technology
233922,Human Resource
165041,Banking and Finance
15434,Business and Management
27499,Education
2964798,Human Resource
4500,Information Technology
15389,Healthcare
95050619,Human Resource
76324405,Information Technology
1977526,Information Technology
100753623,Business and Management
10194,Banking and Finance
133721,Human Resource
1070884,Education
10611639,Information Technology
4440,Banking and Finance
18105486,Healthcare
94246811,Business and Management
15240939,Information Technology
550162,Healthcare
99183,Healthcare
431631,Business and Management
100988950,Business and Management
4870269,Information Technology
147289,Information Technology
12042,Healthcare
65278424,Human Resource
3712023,Human Resource
4914,Business and Management
86017472,Human Resource
12471899,Engineering and Manufacturing
1489736,Education
1383805,Banking and Finance
9487,Engineering and Manufacturing
5840,Information Technology
148189,Information Technology
2237668,Engineering and Manufacturing
2034673,Business and Management
62034,Banking and Finance
36347,Information Technology
92374515,Healthcare
21787,Banking and Finance
628178,Engineering and Manufacturing
592841,Engineering and Manufacturing
18924711,Engineering and Manufacturing
82814103,Human Resource
11204199,Human Resource
80543103,Human Resource
6430119,Human Resource
156476,Information Technology
30035,Human Resource
33648,Engineering and Manufacturing
237925,Engineering and Manufacturing
1469921,Engineering and Manufacturing
1286246,Healthcare
75877223,Healthcare
7189,Business and Management
61984,Banking and Finance
994895,Human Resource
76656863,Information Technology
92966191,Healthcare
77187695,Human Resource
3837152,Information Technology
24113,Business and Management
3517936,Information Technology
148599,Human Resource
266626,Engineering and Manufacturing
260781,Human Resource
65586461,Banking and Finance
63879,Human Resource
64518409,Engineering and Manufacturing
80921592,Business and Management
2714914,Banking and Finance
3789,Engineering and Manufacturing
2341247,Business and Management
3841186,Business and Management
30099,Human Resource
2519,Education
83974017,Human Resource
76149,Healthcare
8885,Engineering and Manufacturing
82828617,Business and Management
67549814,Human Resource
2623352,Information Technology
79619308,Business and Management
2359322,Human Resource
26323,Banking and Finance
849097,Human Resource
16205368,Information Technology
18824639,Healthcare
142672,Information Technology
1233464,Human Resource
11447644,Engineering and Manufacturing
385662,Human Resource
477843,Information Technology
92889925,Business and Management
788722,Human Resource
862993,Education
13323120,Information Technology
2939959,Healthcare
9496229,Information Technology
5174388,Engineering and Manufacturing
5352284,Human Resource
64274685,Human Resource
807257,Information Technology
93350880,Banking and Finance
2678950,Information Technology
426253,Information Technology
166551,Engineering and Manufacturing
2966060,Education
467195,Human Resource
4802958,Business and Management
97402398,Information Technology
224935,Information Technology
35575851,Business and Management
87404095,Information Technology
28495889,Information Technology
3042775,Human Resource
8299,Human Resource
31580,Banking and Finance
166811,Education
280752,Healthcare
107854,Engineering and Manufacturing
15014,Information Technology
285650,Human Resource
815009,Human Resource
873825,Engineering and Manufacturing
3616096,Information Technology
36130,Human Resource
4581863,Business and Management
10540544,Human Resource
116908,Engineering and Manufacturing
98506846,Business and Management
1081872,Education
17963574,Engineering and Manufacturing
135468,Human Resource
2171947,Information Technology
164930,Healthcare
29329,Education
17885819,Engineering and Manufacturing
841280,Banking and Finance
1586380,Information Technology
19205981,Information Technology
36022089,Human Resource
1086737,Information Technology
57284,Business and Management
132205,Banking and Finance
89909652,Information Technology
94134792,Human Resource
27101168,Banking and Finance
5656,Healthcare
3031290,Information Technology
1502591,Engineering and Manufacturing
10286832,Human Resource
5202066,Human Resource
1228818,Engineering and Manufacturing
60686,Banking and Finance
23479,Healthcare
35606291,Human Resource
69757534,Information Technology
70767355,Engineering and Manufacturing
55712,Education
2796796,Information Technology
73030543,Information Technology
467147,Business and Management
427460,Human Resource
73983791,Human Resource
152765,Information Technology
2025657,Business and Management
213536,Human Resource
14849,Engineering and Manufacturing
20505073,Information Technology
9009097,Engineering and Manufacturing
91322464,Information Technology
163068,Business and Management
80607,Healthcare
89864,Healthcare
16227,Human Resource
9204237,Business and Management
206535,Business and Management
40639,Engineering and Manufacturing
885787,Information Technology
23718,Healthcare
2243965,Business and Management
11432393,Engineering and Manufacturing
65901242,Healthcare
58971,Engineering and Manufacturing
68249643,Engineering and Manufacturing
9191643,Human Resource
710411,Human Resource
162899,Healthcare
3102516,Human Resource
166839,Human Resource
162224,Engineering and Manufacturing
1520184,Banking and Finance
406315,Business and Management
2848240,Engineering and Manufacturing
379775,Banking and Finance
76078131,Information Technology
10506294,Business and Management
262098,Engineering and Manufacturing
2494361,Information Technology
888943,Banking and Finance
78376109,Human Resource
7156,Information Technology
699930,Engineering and Manufacturing
4404485,Engineering and Manufacturing
45224,Human Resource
10247952,Business and Management
3137,Business and Management
93342390,Engineering and Manufacturing
204902,Education
1327350,Business and Management
53262014,Human Resource
47186,Human Resource
78136348,Human Resource
33605,Human Resource
4928,Business and Management
81546878,Human Resource
36344,Human Resource
3080429,Business and Management
47260,Engineering and Manufacturing
1900,Healthcare
2878599,Human Resource
4376,Information Technology
2889,Human Resource
162644,Healthcare
6683229,Engineering and Manufacturing
55185007,Human Resource
1310741,Information Technology
28352,Business and Management
76402,Information Technology
85672209,Information Technology
3588039,Human Resource
89877420,Engineering and Manufacturing
1407530,Business and Management
55452,Engineering and Manufacturing
5400975,Healthcare
261282,Human Resource
87918,Business and Management
9440940,Healthcare
1277958,Human Resource
5315,Healthcare
1319223,Engineering and Manufacturing
19784,Engineering and Manufacturing
1100068,Education
634806,Human Resource
3152219,Healthcare
1945473,Human Resource
235938,Engineering and Manufacturing
20773,Information Technology
19161931,Information Technology
4764,Banking and Finance
10689526,Banking and Finance
456929,Information Technology
42519,Banking and Finance
290010,Human Resource
743346,Information Technology
40784140,Banking and Finance
783257,Healthcare
1058190,Healthcare
12050,Education
66890876,Information Technology
35561194,Human Resource
995919,Information Technology
10546013,Human Resource
10964862,Human Resource
7064,Healthcare
22790,Banking and Finance
166530,Information Technology
951005,Information Technology
786063,Information Technology
10494523,Human Resource
3843,Engineering and Manufacturing
63920,Engineering and Manufacturing
86283098,Business and Management
5102948,Information Technology
64695606,Banking and Finance
2327637,Healthcare
1227813,Human Resource
3184635,Human Resource
1757478,Healthcare
5397161,Information Technology
15156339,Engineering and Manufacturing
164989,Engineering and Manufacturing
345295,Business and Management
11455183,Healthcare
3598972,Information Technology
4852,Engineering and Manufacturing
35505451,Engineering and Manufacturing
13041515,Engineering and Manufacturing
4588049,Human Resource
1379045,Information Technology
25014814,Human Resource
626660,Information Technology
96449,Healthcare
484413,Engineering and Manufacturing
3683648,Information Technology
11175069,Business and Management
11092139,Healthcare
32062918,Banking and Finance
9412019,Information Technology
74046560,Business and Management
87147260,Banking and Finance
163761,Business and Management
90455661,Business and Management
29017295,Education
1317726,Healthcare
105203,Business and Management
89863227,Human Resource
5049917,Information Technology
29215,Education
76943993,Healthcare
11055867,Business and Management
868169,Engineering and Manufacturing
89520,Engineering and Manufacturing
3030807,Engineering and Manufacturing
10693372,Banking and Finance
165847,Education
659469,Engineering and Manufacturing
11972,Healthcare
4983,Education
28653812,Engineering and Manufacturing
44008,Engineering and Manufacturing
136684,Information Technology
7253,Engineering and Manufacturing
10320703,Human Resource
1739031,Information Technology
3882409,Human Resource
3796,Banking and Finance
10018538,Information Technology
15175510,Engineering and Manufacturing
334506,Information Technology
16054022,Engineering and Manufacturing
13395274,Information Technology
58917,Business and Management
18613,Business and Management
18441691,Information Technology
4167163,Healthcare
2045626,Information Technology
2753,Engineering and Manufacturing
1465863,Healthcare
14246,Education
64548215,Human Resource
11325362,Human Resource
8541821,Engineering and Manufacturing
11317039,Human Resource
162513,Business and Management
2630368,Banking and Finance
15105509,Education
1399,Engineering and Manufacturing
16351,Engineering and Manufacturing
100735868,Healthcare
18641359,Education
5191635,Human Resource
36804,Engineering and Manufacturing
250099,Human Resource
2360867,Healthcare
15230730,Human Resource
15388,Information Technology
30117,Human Resource
305695,Information Technology
26206,Education
98707371,Information Technology
55167,Banking and Finance
1857712,Business and Management
35549829,Information Technology
3198765,Education
68257427,Information Technology
19048773,Information Technology
163993,Engineering and Manufacturing
3593828,Human Resource
85153,Human Resource
3027,Information Technology
1372537,Healthcare
81696095,Information Technology
3706049,Human Resource
7952659,Information Technology
1264953,Human Resource
11440,Engineering and Manufacturing
12192,Business and Management
5046539,Information Technology
98396367,Information Technology
68177649,Human Resource
3630479,Education
84673,Human Resource
62101,Banking and Finance
7603371,Engineering and Manufacturing
51717252,Human Resource
68992007,Banking and Finance
394497,Engineering and Manufacturing
3545233,Information Technology
2360297,Information Technology
6380749,Human Resource
23375,Healthcare
145203,Information Technology
415064,Engineering and Manufacturing
28665474,Healthcare
471174,Healthcare
5670,Engineering and Manufacturing
286681,Banking and Finance
4592,Engineering and Manufacturing
77034372,Information Technology
164731,Healthcare
3499582,Information Technology
19797,Banking and Finance
68337117,Education
2664556,Healthcare
53864,Information Technology
10886775,Engineering and Manufacturing
126501,Human Resource
556602,Banking and Finance
3342,Education
51597452,Business and Management
227647,Healthcare
34683141,Engineering and Manufacturing
2153,Human Resource
3723547,Engineering and Manufacturing
1279359,Information Technology
3491149,Information Technology
3239388,Information Technology
2322667,Information Technology
77906,Human Resource
20344983,Engineering and Manufacturing
1915627,Education
76108912,Engineering and Manufacturing
166030,Information Technology
15251195,Education
18403220,Business and Management
14308,Education
10673697,Engineering and Manufacturing
4785856,Information Technology
100074543,Business and Management
10387626,Engineering and Manufacturing
98704,Human Resource
3743186,Engineering and Manufacturing
10087902,Healthcare
89459,Engineering and Manufacturing
3043325,Healthcare
1247487,Healthcare
1274160,Engineering and Manufacturing
3532,Banking and Finance
3939909,Education
73201896,Business and Management
9435,Engineering and Manufacturing
18111757,Engineering and Manufacturing
11769983,Education
28052,Engineering and Manufacturing
5403271,Human Resource
1495178,Information Technology
3138087,Engineering and Manufacturing
237658,Information Technology
971542,Information Technology
1298576,Engineering and Manufacturing
6648646,Engineering and Manufacturing
3571814,Information Technology
2155110,Information Technology
64728371,Engineering and Manufacturing
13256,Banking and Finance
6756178,Healthcare
54364422,Business and Management
3564335,Information Technology
87466257,Information Technology
11169192,Business and Management
76162124,Healthcare
164880,Human Resource
104606,Human Resource
468160,Business and Management
96366777,Healthcare
36539,Human Resource
12446,Business and Management
736659,Healthcare
24207950,Engineering and Manufacturing
71904349,Business and Management
681430,Healthcare
163793,Engineering and Manufacturing
2219,Information Technology
46708,Human Resource
5274161,Healthcare
9391120,Human Resource
10974065,Human Resource
33245639,Information Technology
597063,Information Technology
3025557,Healthcare
4667162,Engineering and Manufacturing
7384,Engineering and Manufacturing
70988629,Healthcare
37005917,Information Technology
39248,Banking and Finance
50625,Information Technology
2767863,Human Resource
13386624,Information Technology
4915,Business and Management
37759,Information Technology
8315,Engineering and Manufacturing
100979379,Business and Management
34743066,Human Resource
11752085,Engineering and Manufacturing
75439689,Information Technology
81911331,Healthcare
9351,Education
10101094,Healthcare
1090,Healthcare
166772,Healthcare
750072,Human Resource
9561,Engineering and Manufacturing
73107,Business and Management
7462,Engineering and Manufacturing
3184,Banking and Finance
11009726,Human Resource
165646,Engineering and Manufacturing
1650455,Engineering and Manufacturing
85708,Education
104085,Human Resource
2611969,Business and Management
69033319,Human Resource
35088,Banking and Finance
59084,Human Resource
3713870,Information Technology
7515,Healthcare
2081025,Engineering and Manufacturing
2433416,Business and Management
10673871,Information Technology
1745685,Healthcare
3118913,Information Technology
27241540,Human Resource
6515,Healthcare
11135368,Information Technology
2631749,Business and Management
43353992,Healthcare
90400846,Education
9147,Engineering and Manufacturing
164098,Education
291044,Business and Management
1435840,Business and Management
18487,Banking and Finance
1969276,Engineering and Manufacturing
2480854,Business and Management
1201,Engineering and Manufacturing
389561,Business and Management
75764784,Information Technology
2664323,Information Technology
3617422,Healthcare
17988315,Information Technology
1981395,Healthcare
3771,Education
3787845,Banking and Finance
1012674,Human Resource
373560,Business and Management
2383821,Engineering and Manufacturing
3638696,Information Technology
80711640,Healthcare
46000,Healthcare
78376151,Information Technology
55916,Healthcare
11682674,Information Technology
28973017,Engineering and Manufacturing
669905,Engineering and Manufacturing
14191,Business and Management
136457,Engineering and Manufacturing
99772,Banking and Finance
96879546,Engineering and Manufacturing
100943,Information Technology
8097,Business and Management
2254038,Human Resource
846940,Healthcare
1910700,Human Resource
11297555,Healthcare
11497973,Healthcare
37564,Human Resource
2601226,Information Technology
85962,Engineering and Manufacturing
48414,Banking and Finance
163440,Banking and Finance
433995,Healthcare
7294,Business and Management
85561,Information Technology
57978,Engineering and Manufacturing
13469619,Human Resource
5776281,Banking and Finance
1131257,Banking and Finance
10667641,Engineering and Manufacturing
890161,Human Resource
7947,Business and Management
18142614,Banking and Finance
47456,Information Technology
61662,Information Technology
50841,Engineering and Manufacturing
2804421,Healthcare
3920,Business and Management
27017083,Business and Management
838155,Human Resource
61562,Engineering and Manufacturing
27239038,Information Technology
1655316,Information Technology
18090,Education
11101609,Healthcare
3545223,Human Resource
206637,Information Technology
76535501,Human Resource
17902,Engineering and Manufacturing
68950473,Business and Management
37235,Engineering and Manufacturing
2973906,Information Technology
163225,Business and Management
1279270,Human Resource
82233798,Information Technology
1314683,Banking and Finance
2155289,Engineering and Manufacturing
3749364,Information Technology
3765675,Information Technology
143442,Banking and Finance
29308501,Business and Management
3522089,Human Resource
254060,Engineering and Manufacturing
11898,Healthcare
3796614,Engineering and Manufacturing
18154586,Information Technology
111485,Engineering and Manufacturing
2390229,Healthcare
2536305,Education
72048395,Banking and Finance
3915,Engineering and Manufacturing
164931,Healthcare
324747,Healthcare
2949451,Business and Management
13751,Education
12638129,Information Technology
47843,Engineering and Manufacturing
1929,Human Resource
163263,Business and Management
9882207,Education
1235,Banking and Finance
37538,Human Resource
1279135,Information Technology
5826,Business and Management
50833,Business and Management
590131,Engineering and Manufacturing
298797,Engineering and Manufacturing
12781,Healthcare
57106,Engineering and Manufacturing
2351358,Business and Management
5356751,Business and Management
84959254,Business and Management
26621580,Human Resource
1396,Engineering and Manufacturing
589574,Human Resource
9075575,Education
305287,Engineering and Manufacturing
1453402,Human Resource
44807,Healthcare
18040820,Information Technology
16061899,Information Technology
64638,Information Technology
1946139,Education
48171,Engineering and Manufacturing
819886,Information Technology
2229694,Human Resource
20108557,Healthcare
14822,Healthcare
55040918,Healthcare
2041,Banking and Finance
12949663,Information Technology
79008394,Human Resource
86921008,Information Technology
4224,Banking and Finance
75650,Information Technology
2718842,Business and Management
166195,Business and Management
10517709,Engineering and Manufacturing
98690887,Human Resource
2644051,Engineering and Manufacturing
25894,Engineering and Manufacturing
14749912,Healthcare
51586544,Healthcare
5725,Engineering and Manufacturing
3477522,Information Technology
11227630,Healthcare
224457,Engineering and Manufacturing
521948,Engineering and Manufacturing
98461122,Healthcare
12908540,Human Resource
2738312,Human Resource
27640612,Engineering and Manufacturing
6591837,Healthcare
245360,Engineering and Manufacturing
10859727,Banking and Finance
104026,Engineering and Manufacturing
573797,Human Resource
